date,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,acq_date,fire_count_all_india,z_score_pm25,is_anomaly_pm25,iforest_score,iforest_label
2020-09-12,Delhi,87.7,291.2,195.4,76.8,246.6,33.4,0.59,39.1,81.6,18.14,4.19,1.78,404.6,Good,,0.0,-1.164585747079116,False,-0.1018444783820378,False
2020-09-13,Delhi,282.2,402.8,189.4,132.0,28.0,0.9,4.54,34.8,12.7,12.72,12.92,5.02,408.3,Poor,,0.0,0.20650320991414503,False,-0.09954222758827319,False
2020-09-14,Delhi,39.2,477.1,78.3,126.1,58.4,33.8,8.95,82.2,198.5,12.06,6.67,6.89,473.8,Good,,0.0,-1.5064768237586696,False,-0.02676622799178241,False
2020-09-15,Delhi,484.8,527.9,161.7,17.2,115.7,42.1,3.72,49.8,167.0,16.04,20.43,0.37,19.5,Severe,,0.0,1.6346915013631669,False,-0.04798891521780291,False
2020-09-16,Delhi,319.1,88.5,197.6,56.6,31.6,35.5,8.24,88.8,119.1,2.26,26.78,5.01,149.8,Satisfactory,,0.0,0.46662240021260976,False,-0.10238675018932225,False
2020-09-17,Delhi,48.5,138.4,132.0,26.3,159.7,32.9,4.29,86.8,16.6,14.83,20.13,9.09,313.8,Good,,0.0,-1.4409183286427965,False,-0.06922782997925359,False
2020-09-18,Delhi,281.1,190.2,133.2,96.5,182.6,26.1,9.1,76.4,138.8,15.37,26.28,8.4,453.9,Moderate,,0.0,0.198748979309042,False,-0.08954887874178191,False
2020-09-19,Delhi,426.0,86.5,41.7,116.8,25.2,48.1,2.92,43.0,93.0,14.8,22.5,9.89,29.2,Poor,,0.0,1.2201926290176461,False,-0.08640933158640057,False
2020-09-20,Delhi,129.0,10.4,149.2,62.9,37.8,23.0,9.6,28.5,48.3,16.59,24.2,1.53,274.6,Poor,,0.0,-0.8734496343602385,False,-0.07325165472889006,False
2020-09-21,Delhi,410.1,61.6,144.2,146.7,72.3,38.0,9.96,33.6,191.7,0.27,14.46,3.7,139.9,Very Poor,,0.0,1.1081087502711535,False,-0.029036406765507228,False
2020-09-22,Delhi,297.6,194.7,153.5,38.3,43.7,25.5,0.15,13.2,35.5,11.99,17.66,3.04,39.6,Poor,,0.0,0.31506243838559117,False,-0.07260014192617681,False
2020-09-23,Delhi,345.0,441.1,69.1,9.2,140.7,30.5,6.62,65.1,136.3,8.79,9.59,3.68,432.4,Satisfactory,,0.0,0.6491992844600413,False,-0.0948814459813137,False
2020-09-24,Delhi,320.8,448.6,29.8,100.9,65.9,49.7,2.82,77.3,176.7,19.98,0.04,4.53,92.0,Severe,,0.0,0.47860621114776924,False,-0.10146600014193025,False
2020-09-25,Delhi,412.1,576.8,114.9,122.3,200.7,1.6,3.15,59.9,11.6,7.88,12.94,3.39,415.6,Good,,0.0,1.1222073513713413,False,-0.058687557575480276,False
2020-09-26,Delhi,445.3,500.5,40.0,26.5,37.1,7.2,3.92,58.1,189.6,5.71,21.21,9.72,396.8,Severe,,0.0,1.3562441296344583,False,-0.08179717310650325,False
2020-09-27,Delhi,132.6,378.1,69.5,112.9,125.5,30.2,1.81,25.4,112.1,19.98,7.68,4.46,388.2,Good,,0.0,-0.8480721523799005,False,-0.11636636541971929,False
2020-09-28,Delhi,78.3,180.0,87.3,62.1,185.3,31.7,3.45,11.6,46.6,10.73,24.51,8.92,251.9,Poor,,0.0,-1.2308491722499986,False,-0.10757144217354436,False
2020-09-29,Delhi,336.8,131.9,160.0,32.8,232.4,30.9,2.51,49.2,43.9,4.92,10.15,2.22,493.4,Very Poor,,0.0,0.5913950199492715,False,-0.08293227786336094,False
2020-09-30,Delhi,120.7,187.5,99.4,82.3,62.6,10.3,6.0,65.0,17.6,17.82,26.1,3.63,41.7,Very Poor,,0.0,-0.9319588289260178,False,-0.09869785447890661,False
2020-10-01,Delhi,222.2,379.1,62.8,83.5,39.2,0.2,0.23,28.8,120.1,4.38,15.46,1.67,9.2,Moderate,,0.0,-0.21645482309148822,False,-0.07724546254279335,False
2020-10-02,Delhi,35.9,1.1,41.6,88.0,236.1,7.0,2.96,99.3,128.6,19.73,22.55,7.2,437.7,Good,,0.0,-1.5297395155739795,False,-0.027807060272834194,False
2020-10-03,Delhi,120.4,593.5,191.3,106.1,63.0,43.6,3.65,35.1,144.0,18.34,2.17,0.52,263.5,Severe,,0.0,-0.9340736190910459,False,-0.0904366681670345,False
2020-10-04,Delhi,473.2,357.5,72.3,75.1,211.6,27.8,6.57,65.9,52.8,1.51,5.16,3.42,48.7,Very Poor,,0.0,1.5529196149820776,False,-0.10145334359144503,False
2020-10-05,Delhi,62.3,275.4,76.7,17.3,51.5,40.8,4.91,9.4,174.5,15.57,13.81,0.48,47.8,Good,,0.0,-1.3436379810515007,False,-0.05814520588432337,False
2020-10-06,Delhi,433.5,263.2,36.3,123.2,180.5,13.9,4.81,55.9,168.3,14.15,11.23,0.28,369.1,Satisfactory,,0.0,1.2730623831433503,False,-0.12078661604583468,False
2020-10-07,Delhi,340.7,506.9,81.8,146.7,43.6,48.6,0.64,34.3,54.1,12.25,27.17,8.32,370.3,Poor,,0.0,0.6188872920946374,False,-0.0748794015645941,False
2020-10-08,Delhi,400.1,482.9,68.9,149.1,102.7,31.1,5.4,34.2,194.1,14.46,29.44,1.8,244.8,Poor,,0.0,1.0376157447702146,False,-0.06412563651057324,False
2020-10-09,Delhi,246.2,7.0,34.3,60.9,44.6,25.6,1.37,88.3,162.8,12.2,12.56,4.89,21.7,Poor,,0.0,-0.04727160988923492,False,-0.04664649148614686,False
2020-10-10,Delhi,166.5,482.7,108.8,7.5,129.2,43.8,1.15,47.5,126.0,14.47,16.28,0.85,138.9,Very Poor,,0.0,-0.6091008637317177,False,-0.08878485709421768,False
2020-10-11,Delhi,77.2,99.5,179.0,95.2,210.5,17.3,1.79,38.8,170.9,13.84,16.01,6.86,266.5,Moderate,,0.0,-1.2386034028551018,False,-0.09336214130668541,False
2020-10-12,Delhi,199.3,213.4,93.8,11.8,107.1,24.5,7.39,86.4,55.2,4.83,20.46,0.21,182.6,Good,,0.0,-0.3778838056886381,False,-0.09762994177467282,False
2020-10-13,Delhi,208.0,96.8,151.3,23.0,14.9,25.2,2.21,0.6,71.9,5.78,23.11,1.97,147.0,Severe,,0.0,-0.31655489090282135,False,-0.08055147828550824,False
2020-10-14,Delhi,234.6,297.6,5.9,58.7,93.1,26.6,7.32,72.7,44.9,8.01,12.2,1.47,392.3,Satisfactory,,0.0,-0.12904349627032397,False,-0.13256105209237284,False
2020-10-15,Delhi,260.3,185.7,197.8,46.3,169.8,46.7,8.05,36.3,138.9,9.42,23.99,3.48,4.3,Satisfactory,,0.0,0.052123527867089056,False,-0.0917678255494424,False
2020-10-16,Delhi,411.7,423.5,195.7,6.3,76.0,21.2,3.71,92.1,102.6,5.05,17.05,9.52,215.2,Poor,,0.0,1.1193876311513036,False,-0.0749304862759253,False
2020-10-17,Delhi,259.5,297.3,191.8,95.5,7.9,32.7,4.82,65.4,54.7,13.55,13.22,6.74,115.8,Very Poor,,0.0,0.04648408742701386,False,-0.1385469205752804,False
2020-10-18,Delhi,226.1,417.8,173.5,61.3,206.0,40.3,0.31,46.3,116.9,5.85,25.21,3.69,362.2,Poor,,0.0,-0.18896255094612202,False,-0.1124111422349161,False
2020-10-19,Delhi,281.3,214.2,171.9,134.1,57.4,0.5,2.03,5.6,24.1,2.95,29.63,3.83,99.0,Poor,,0.0,0.2001588394190607,False,-0.07770931941018988,False
2020-10-20,Delhi,233.3,431.4,15.4,143.4,230.0,0.7,6.94,63.5,175.2,0.64,14.33,6.0,433.9,Poor,,0.0,-0.1382075869854459,False,-0.09412633873427045,False
2020-10-21,Delhi,257.3,139.1,125.2,65.2,129.4,20.8,6.01,63.1,27.6,18.04,25.7,5.17,149.9,Satisfactory,,0.0,0.030975626216807394,False,-0.12558611356882937,False
2020-10-22,Delhi,211.2,149.4,46.7,111.2,191.4,18.1,0.96,44.7,169.3,1.0,21.06,9.68,459.8,Poor,,0.0,-0.29399712914252096,False,-0.08803015422664684,False
2020-10-23,Delhi,154.8,377.7,124.8,16.0,68.5,15.6,1.29,91.0,114.0,16.84,5.24,5.13,41.1,Good,,0.0,-0.6915776801678161,False,-0.0704344940214795,False
2020-10-24,Delhi,131.3,313.9,173.4,111.9,76.1,13.5,1.87,68.0,49.0,13.72,21.64,2.04,269.9,Very Poor,,0.0,-0.8572362430950224,False,-0.12007411307228988,False
2020-10-25,Delhi,415.7,515.4,183.9,64.6,82.3,36.1,7.47,32.7,65.5,2.84,19.43,7.53,430.9,Severe,,0.0,1.147584833351679,False,-0.10835498786971781,False
2020-10-26,Delhi,124.6,22.7,134.7,53.1,229.4,45.7,1.29,3.9,41.7,15.27,8.55,4.21,226.0,Good,,0.0,-0.9044665567806516,False,-0.06514960696990035,False
2020-10-27,Delhi,446.3,56.6,108.6,115.8,23.2,6.7,6.78,74.2,64.7,8.07,3.42,8.76,190.2,Moderate,,0.0,1.363293430184552,False,-0.10110114282327332,False
2020-10-28,Delhi,361.2,345.8,190.1,34.3,203.4,19.5,4.08,65.4,91.6,14.95,14.04,1.55,429.4,Good,,0.0,0.7633979533715621,False,-0.12317232511169451,False
2020-10-29,Delhi,105.1,292.7,191.5,111.0,106.2,26.2,4.96,43.7,136.0,4.76,24.76,4.76,28.1,Moderate,,0.0,-1.0419279175074825,False,-0.10902818884816873,False
2020-10-30,Delhi,47.4,33.6,73.5,42.2,75.3,5.6,4.65,95.2,105.8,6.31,18.27,3.16,24.1,Satisfactory,,0.0,-1.4486725592478997,False,-0.049733940479367744,False
2020-10-31,Delhi,124.9,325.5,3.3,108.9,170.5,19.2,5.67,14.2,5.3,19.3,5.97,8.6,301.7,Poor,,0.0,-0.9023517666156233,False,-0.09543198607659853,False
2020-11-01,Delhi,11.6,503.8,29.3,11.8,237.8,47.2,8.69,69.6,186.8,14.54,21.23,3.35,81.3,Severe,,0.0,-1.701037518941261,False,-0.028220925602100655,False
2020-11-02,Delhi,147.7,180.6,129.0,119.4,92.1,40.7,8.86,56.6,39.0,4.04,6.37,3.84,492.0,Satisfactory,,0.0,-0.7416277140734828,False,-0.07186624542890852,False
2020-11-03,Delhi,73.7,514.6,154.6,80.9,83.2,46.7,7.44,28.2,32.7,5.5,29.29,2.32,179.8,Severe,,0.0,-1.2632759547804306,False,-0.10440148458763804,False
2020-11-04,Delhi,295.7,110.2,68.6,29.1,69.6,43.3,8.42,96.5,166.0,19.07,7.72,7.61,153.0,Satisfactory,,0.0,0.30166876734041254,False,-0.07626410775121328,False
2020-11-05,Delhi,189.7,408.4,106.6,40.2,71.6,16.6,2.47,5.3,121.1,15.42,23.95,0.48,343.5,Severe,,0.0,-0.44555709096953955,False,-0.10175072731244794,False
2020-11-06,Delhi,28.6,165.9,49.7,124.4,87.9,15.7,6.84,71.0,147.6,10.21,26.97,0.33,288.8,Severe,,0.0,-1.5811994095896649,False,-0.09447974494003641,False
2020-11-07,Delhi,83.4,494.7,91.9,79.8,14.3,16.1,0.9,49.7,52.0,7.27,1.41,9.35,89.5,Very Poor,,0.0,-1.1948977394445197,False,-0.08667457229225822,False
2020-11-08,Delhi,229.3,298.1,140.7,105.1,70.8,40.2,2.63,64.0,64.3,7.25,5.69,7.4,136.9,Severe,,0.0,-0.16640478918582147,False,-0.13453726945660055,False
2020-11-09,Delhi,400.9,302.9,200.0,13.0,88.5,33.1,4.15,65.9,64.6,12.13,11.27,7.3,46.7,Severe,,0.0,1.0432551852102894,False,-0.09936171939541133,False
2020-11-10,Delhi,10.8,589.0,110.2,73.8,201.0,30.9,4.63,47.0,55.3,4.17,29.27,2.38,389.1,Satisfactory,,0.0,-1.706676959381336,False,-0.0792350606199434,False
2020-11-11,Delhi,420.1,46.2,0.5,105.7,217.4,39.6,1.66,56.3,41.1,14.03,23.41,7.2,177.1,Severe,,0.0,1.1786017557720925,False,-0.10055769572357365,False
2020-11-12,Delhi,47.8,330.9,78.6,4.8,167.9,38.3,3.69,89.6,121.9,16.94,2.42,4.53,93.9,Moderate,,0.0,-1.445852839027862,False,-0.06785378463349734,False
2020-11-13,Delhi,357.2,546.8,59.4,72.6,136.1,35.2,9.91,80.6,189.8,2.82,20.51,5.39,57.2,Good,,0.0,0.7352007511711867,False,-0.0460803087242192,False
2020-11-14,Delhi,341.7,259.0,65.3,42.7,134.6,3.2,0.65,89.7,26.2,12.97,19.75,2.85,222.1,Moderate,,0.0,0.6259365926447313,False,-0.08296909936432789,False
2020-11-15,Delhi,435.5,264.1,30.5,105.0,94.6,14.3,7.83,0.9,86.2,12.08,6.23,1.78,393.1,Good,,0.0,1.287160984243538,False,-0.0896481918322466,False
2020-11-16,Delhi,457.6,503.9,72.9,75.3,2.6,42.2,2.58,90.1,60.6,16.92,26.87,3.4,374.9,Poor,,0.0,1.4429505264006133,False,-0.09356337635945983,False
2020-11-17,Delhi,59.4,83.5,183.9,31.9,78.7,4.8,9.25,18.4,5.1,9.03,0.2,7.6,411.0,Satisfactory,,0.0,-1.364080952646773,False,-0.045883049674345866,False
2020-11-18,Delhi,81.2,412.7,184.3,65.5,0.2,12.8,5.48,69.3,10.5,13.8,9.29,9.54,194.9,Good,,0.0,-1.2104062006547265,False,-0.09892179184072492,False
2020-11-19,Delhi,89.7,188.2,192.6,132.5,178.9,44.3,2.33,11.6,50.4,2.97,6.82,1.73,266.2,Very Poor,,0.0,-1.1504871459789283,False,-0.09145886687127353,False
2020-11-20,Delhi,317.3,364.3,91.5,85.8,247.7,15.0,3.05,41.9,52.3,12.79,18.21,1.64,315.6,Moderate,,0.0,0.45393365922244067,False,-0.14044970779881377,False
2020-11-21,Delhi,155.6,66.0,146.0,140.7,99.4,19.8,9.83,87.8,190.1,0.82,20.2,9.16,417.0,Severe,,0.0,-0.6859382397277412,False,-0.03232912182405934,False
2020-11-22,Delhi,248.1,330.4,135.1,75.9,150.8,16.4,0.67,63.5,34.2,9.38,18.82,6.96,387.3,Moderate,,0.0,-0.033877938844056495,False,-0.10809257472646888,False
2020-11-23,Delhi,193.8,489.1,28.9,130.8,87.7,10.8,3.14,14.4,22.2,17.67,22.08,5.39,87.6,Satisfactory,,0.0,-0.4166549587141545,False,-0.07177090363184979,False
2020-11-24,Delhi,361.3,387.3,124.3,73.5,26.0,30.8,8.06,47.8,35.3,4.85,24.35,0.67,367.0,Very Poor,,0.0,0.7641028834265717,False,-0.12670232708138018,False
2020-11-25,Delhi,60.8,249.9,80.8,60.1,192.7,10.5,5.22,33.4,158.2,16.05,14.19,8.58,477.0,Very Poor,,0.0,-1.3542119318766415,False,-0.09300435480573627,False
2020-11-26,Delhi,481.5,89.8,74.7,109.4,172.5,39.5,4.36,45.7,51.1,2.28,13.48,7.5,386.7,Good,,0.0,1.6114288095478568,False,-0.0939406345625618,False
2020-11-27,Delhi,442.7,471.5,21.4,59.8,246.1,49.5,0.73,66.6,96.2,13.48,3.49,7.77,84.5,Poor,,0.0,1.337915948204214,False,-0.0899593094918188,False
2020-11-28,Delhi,203.1,18.4,99.4,36.7,140.3,16.0,3.82,1.9,144.9,7.43,21.96,3.72,399.8,Good,,0.0,-0.35109646359828145,False,-0.07105893672527896,False
2020-11-29,Delhi,368.4,200.8,186.0,7.0,21.8,1.6,8.09,41.5,86.8,6.29,19.44,0.94,196.8,Poor,,0.0,0.814152917332238,False,-0.09974787267342283,False
2020-11-30,Delhi,316.6,463.8,142.1,69.8,172.1,19.9,3.41,100.0,86.8,3.91,16.74,4.05,46.8,Severe,,0.0,0.448999148837375,False,-0.0847822223030355,False
2020-12-01,Delhi,390.7,104.4,42.2,85.5,88.9,35.0,8.83,24.9,38.6,15.52,7.0,0.16,206.8,Very Poor,,0.0,0.9713523195993319,False,-0.10370130880406647,False
2020-12-02,Delhi,462.0,310.7,116.9,42.3,95.0,35.5,8.29,44.3,51.0,1.92,11.11,3.64,442.8,Good,,0.0,1.4739674488210261,False,-0.09989221987332919,False
2020-12-03,Delhi,366.2,533.4,136.2,56.4,101.3,38.9,1.3,7.8,60.8,1.29,27.79,8.46,164.8,Moderate,,0.0,0.7986444561220316,False,-0.08979628597735545,False
2020-12-04,Delhi,485.2,14.0,91.8,132.2,24.7,23.1,7.01,98.9,170.3,17.67,9.76,6.23,267.2,Satisfactory,,0.0,1.6375112215832042,False,-0.032396495241512224,False
2020-12-05,Delhi,235.0,121.3,58.0,55.5,94.5,6.9,4.44,6.3,66.1,10.94,20.76,4.41,182.7,Very Poor,,0.0,-0.1262237760502864,False,-0.10772403533795405,False
2020-12-06,Delhi,403.0,563.5,152.5,54.3,94.9,25.7,9.98,6.0,51.0,18.22,2.58,6.87,135.8,Satisfactory,,0.0,1.0580587163654867,False,-0.03928411632502948,False
2020-12-07,Delhi,42.0,198.2,137.1,140.6,146.7,20.3,1.79,19.5,42.4,6.52,12.05,1.43,312.3,Satisfactory,,0.0,-1.4867387822184066,False,-0.08073191532482771,False
2020-12-08,Delhi,433.0,387.5,165.7,14.6,236.2,39.0,1.56,26.5,83.9,1.03,19.98,6.09,428.0,Good,,0.0,1.2695377328683033,False,-0.08976632076444885,False
2020-12-09,Delhi,58.4,386.7,62.4,71.2,119.7,35.4,8.99,5.9,198.7,13.36,16.36,9.05,291.4,Satisfactory,,0.0,-1.371130253196867,False,-0.043949419571456816,False
2020-12-10,Delhi,39.3,300.9,91.6,28.3,92.0,0.1,8.94,80.7,54.4,6.44,21.23,3.33,13.1,Moderate,,0.0,-1.5057718937036602,False,-0.03809715271408487,False
2020-12-11,Delhi,423.3,459.4,53.9,90.3,243.1,46.9,3.03,10.9,30.4,1.95,6.21,7.08,17.1,Severe,,0.0,1.2011595175323928,False,-0.06729759770872112,False
2020-12-12,Delhi,285.4,5.3,88.2,14.3,242.8,47.3,3.52,11.3,93.4,17.62,6.78,6.74,484.9,Satisfactory,,0.0,0.2290609716744454,False,-0.054119952763648005,False
2020-12-13,Delhi,13.4,296.1,195.9,98.2,131.9,47.7,0.83,36.4,191.5,11.53,9.45,9.88,156.7,Very Poor,,0.0,-1.688348777951092,False,-0.07507967234302454,False
2020-12-14,Delhi,403.3,405.0,160.1,108.1,218.7,28.6,7.65,20.7,19.0,2.64,5.43,0.25,250.3,Very Poor,,0.0,1.060173506530515,False,-0.10329450080025493,False
2020-12-15,Delhi,220.6,287.9,91.3,132.2,49.7,24.6,0.57,34.0,15.0,8.58,2.46,7.11,420.0,Good,,0.0,-0.22773370397163842,False,-0.0731798134603639,False
2020-12-16,Delhi,56.7,196.9,174.2,41.1,13.3,12.7,1.98,83.5,8.9,15.78,11.08,0.67,81.6,Satisfactory,,0.0,-1.3831140641320265,False,-0.05912012004223177,False
2020-12-17,Delhi,84.2,35.3,28.2,98.2,214.8,31.2,4.67,25.0,70.6,13.14,16.01,3.23,281.1,Poor,,0.0,-1.1892582990044447,False,-0.10597352069502042,False
2020-12-18,Delhi,462.3,54.0,63.5,57.6,23.8,16.2,0.94,90.1,19.9,6.53,8.93,2.75,498.6,Good,,0.0,1.4760822389860544,False,-0.028574594196002057,False
2020-12-19,Delhi,47.4,104.5,193.9,137.3,192.5,39.3,9.16,48.3,168.6,6.67,3.87,6.63,415.2,Satisfactory,,0.0,-1.4486725592478997,False,-0.057801601530798496,False
2020-12-20,Delhi,74.6,468.3,0.1,21.0,204.6,3.0,6.37,29.1,114.9,14.71,28.56,6.75,364.5,Good,,0.0,-1.256931584285346,False,-0.1040032871818441,False
2020-12-21,Delhi,339.1,258.7,198.3,70.4,190.9,35.6,3.94,94.7,5.5,7.14,22.56,5.61,97.0,Satisfactory,,0.0,0.6076084112144875,False,-0.07343219638420417,False
2020-12-22,Delhi,378.5,573.1,136.0,75.7,232.4,25.3,1.06,71.6,142.6,4.99,19.23,2.37,483.9,Satisfactory,,0.0,0.8853508528881865,False,-0.07009631209624301,False
2020-12-23,Delhi,285.9,35.8,147.7,12.0,71.4,25.6,0.07,98.5,183.2,4.05,3.05,2.19,230.8,Moderate,,0.0,0.23258562194949234,False,-0.019069141028819403,False
2020-12-24,Delhi,233.0,578.3,131.9,106.7,158.0,28.4,2.46,9.4,102.6,2.86,10.51,3.84,29.0,Poor,,0.0,-0.14032237715047416,False,-0.06494369311562664,False
2020-12-25,Delhi,27.1,293.9,109.0,98.4,81.8,27.2,7.56,22.1,47.7,2.14,16.47,1.15,178.4,Good,,0.0,-1.5917733604148057,False,-0.08959533521317564,False
2020-12-26,Delhi,199.9,220.2,164.4,83.2,168.1,15.8,8.34,99.6,116.8,9.42,14.01,4.72,135.4,Moderate,,0.0,-0.3736542253585818,False,-0.08661854142814496,False
2020-12-27,Delhi,16.1,494.4,164.4,3.7,216.2,37.0,6.04,86.0,79.5,3.15,28.73,3.0,415.8,Good,,0.0,-1.6693156664658384,False,-0.053504058738600646,False
2020-12-28,Delhi,418.0,448.4,48.8,128.2,98.4,19.9,3.38,73.3,76.9,19.69,22.83,1.95,401.5,Satisfactory,,0.0,1.163798224616895,False,-0.10362116294702017,False
2020-12-29,Delhi,243.1,338.2,49.6,7.2,118.3,38.1,1.85,60.3,6.5,5.41,17.13,3.36,139.8,Satisfactory,,0.0,-0.06912444159452594,False,-0.0857401338399893,False
2020-12-30,Delhi,107.2,595.4,97.0,4.9,241.1,39.3,3.83,49.3,84.9,10.04,15.49,9.68,281.9,Satisfactory,,0.0,-1.0271243863522852,False,-0.07028080674084913,False
2020-12-31,Delhi,393.6,200.5,161.9,113.3,215.1,2.4,3.44,1.5,11.0,1.55,9.7,6.79,309.8,Satisfactory,,0.0,0.9917952911946044,False,-0.07816689786462477,False
2021-01-01,Delhi,200.0,289.0,58.8,127.0,202.7,16.6,6.58,31.4,107.0,10.43,22.51,6.61,152.7,Very Poor,,0.0,-0.37294929530357246,False,-0.12479501383265013,False
2021-01-02,Delhi,383.7,576.1,106.1,125.4,187.1,15.1,7.97,66.3,119.5,7.92,3.52,5.95,326.4,Poor,,0.0,0.9220072157486746,False,-0.09797712854525464,False
2021-01-03,Delhi,187.2,109.9,187.0,137.5,180.9,47.0,2.47,40.8,37.9,10.13,1.94,1.07,390.2,Severe,,0.0,-0.4631803423447743,False,-0.09230337163462121,False
2021-01-04,Delhi,180.0,479.7,37.8,105.9,219.7,9.6,8.2,94.5,14.9,8.46,3.94,9.09,61.6,Very Poor,,0.0,-0.5139353063054503,False,-0.0536429775321412,False
2021-01-05,Delhi,79.8,346.1,123.3,27.5,233.3,38.5,0.23,80.6,18.4,10.34,28.69,4.48,410.5,Good,,0.0,-1.2202752214248578,False,-0.06003848746817941,False
2021-01-06,Delhi,357.8,131.3,129.4,15.4,168.4,42.9,9.25,68.8,148.6,13.55,16.43,5.55,273.6,Very Poor,,0.0,0.7394303315012432,False,-0.08289382032532194,False
2021-01-07,Delhi,146.0,192.3,100.3,66.1,162.9,46.0,6.72,65.8,11.5,14.43,12.57,0.82,448.2,Moderate,,0.0,-0.7536115250086424,False,-0.0931136323880164,False
2021-01-08,Delhi,316.1,364.5,193.6,29.8,99.3,38.1,0.94,0.5,149.1,8.16,27.58,6.31,244.4,Poor,,0.0,0.44547449856232807,False,-0.09463711976901185,False
2021-01-09,Delhi,457.2,44.2,78.6,141.5,55.0,36.0,5.81,21.1,26.1,17.97,22.45,1.11,482.6,Very Poor,,0.0,1.4401308061805753,False,-0.05422623345927036,False
2021-01-10,Delhi,354.1,323.3,63.5,20.2,211.0,49.9,4.88,30.0,76.0,1.52,8.49,9.86,475.9,Severe,,0.0,0.7133479194658958,False,-0.1058200530726019,False
2021-01-11,Delhi,412.7,404.6,50.2,103.2,94.1,21.7,0.62,71.1,170.0,15.66,15.58,4.03,265.6,Poor,,0.0,1.1264369317013974,False,-0.09504055129859151,False
2021-01-12,Delhi,147.3,217.6,69.4,14.8,94.5,27.2,0.77,38.3,7.1,16.49,1.63,6.14,250.9,Very Poor,,0.0,-0.7444474342935202,False,-0.07165016432574312,False
2021-01-13,Delhi,371.2,413.9,192.2,62.8,42.3,11.4,0.88,66.6,34.5,3.16,0.94,7.66,18.8,Moderate,,0.0,0.8338909588725011,False,-0.07346326811067333,False
2021-01-14,Delhi,476.9,337.9,135.0,22.8,218.1,24.1,7.21,63.7,96.5,10.73,1.61,5.7,195.7,Moderate,,0.0,1.579002027017425,False,-0.11018069769686184,False
2021-01-15,Delhi,228.1,79.2,136.9,43.8,200.7,31.1,7.14,93.9,83.1,4.02,28.28,5.45,413.4,Moderate,,0.0,-0.17486394984593426,False,-0.09455343772203217,False
2021-01-16,Delhi,340.6,108.0,154.4,103.2,27.7,34.6,6.54,82.7,183.9,1.12,20.74,8.6,273.5,Good,,0.0,0.6181823620396283,False,-0.10509920694084535,False
2021-01-17,Delhi,178.6,12.5,71.6,134.5,122.2,3.9,8.36,51.9,110.7,14.5,0.88,0.75,380.4,Satisfactory,,0.0,-0.5238043270755817,False,-0.08473002773237293,False
2021-01-18,Delhi,335.2,258.8,128.9,124.8,173.0,21.2,6.09,23.3,129.1,17.94,19.06,4.97,455.1,Very Poor,,0.0,0.5801161390691211,False,-0.11747563987443138,False
2021-01-19,Delhi,363.5,244.6,44.9,14.8,154.7,27.5,4.14,98.4,166.2,9.6,5.28,3.6,53.2,Moderate,,0.0,0.7796113446367782,False,-0.06510429169050225,False
2021-01-20,Delhi,3.3,507.2,184.7,67.1,16.0,35.2,5.16,28.7,178.2,11.88,25.33,0.76,430.9,Severe,,0.0,-1.7595467135070402,False,-0.0713397023965211,False
2021-01-21,Delhi,392.9,580.8,96.0,137.5,110.9,36.4,0.46,2.4,159.5,8.42,1.81,6.41,26.2,Moderate,,0.0,0.9868607808095383,False,-0.005829849110866259,False
2021-01-22,Delhi,280.4,202.0,103.0,7.6,72.3,16.8,3.01,44.2,127.3,16.57,2.0,2.42,173.6,Severe,,0.0,0.19381446892397597,False,-0.11276469423287977,False
2021-01-23,Delhi,408.6,554.9,30.1,139.1,235.6,3.6,6.66,55.2,38.9,1.94,14.33,0.91,492.3,Moderate,,0.0,1.0975347994460127,False,-0.06256072657052669,False
2021-01-24,Delhi,493.2,434.0,86.6,74.7,16.2,22.7,3.22,46.9,27.9,1.74,24.98,6.07,491.9,Satisfactory,,0.0,1.6939056259839553,False,-0.061272402415530336,False
2021-01-25,Delhi,391.9,595.5,52.1,34.9,28.0,12.1,2.34,5.7,191.9,17.19,20.77,9.45,246.5,Poor,,0.0,0.9798114802594444,False,-0.03572317914711942,False
2021-01-26,Delhi,108.9,397.6,122.1,41.8,79.3,49.1,6.53,65.1,160.4,19.14,7.03,0.08,169.0,Satisfactory,,0.0,-1.0151405754171257,False,-0.11380305756464776,False
2021-01-27,Delhi,182.4,529.3,91.2,121.6,35.1,7.7,4.85,79.0,89.5,14.06,0.48,4.32,336.0,Satisfactory,,0.0,-0.49701698498522484,False,-0.10847044420720431,False
2021-01-28,Delhi,65.0,168.6,181.1,47.9,87.2,20.6,6.34,39.6,107.5,13.91,16.41,7.23,447.1,Severe,,0.0,-1.3246048695662473,False,-0.10346246033795048,False
2021-01-29,Delhi,242.4,458.8,163.4,108.5,128.0,14.8,9.82,66.5,179.1,1.97,3.63,0.01,61.9,Good,,0.0,-0.07405895197959157,False,-0.08069753321910672,False
2021-01-30,Delhi,41.7,501.3,83.5,146.9,22.6,6.5,4.58,39.4,105.4,4.18,13.95,2.67,263.2,Good,,0.0,-1.4888535723834349,False,-0.080338746228315,False
2021-01-31,Delhi,133.8,580.0,186.8,59.2,245.1,6.5,7.5,24.6,21.7,13.17,15.94,0.03,80.3,Poor,,0.0,-0.8396129917197878,False,-0.07845493211314825,False
